Date: 2010-03-17, Open: 5198.45, High: 5260.5, Low: 5177.15, SMA20: 5022.94, SMA50: 5028.95, RSI14: 91.46, Return: 0.65%, Output: Up
Date: 2013-09-12, Open: 5931.15, High: 5932.0, Low: 5815.8, SMA20: 5522.66, SMA50: 5709.93, RSI14: 66.16, Return: -1.06%, Output: Down
Date: 2013-09-13, Open: 5828.0, High: 5884.3, Low: 5822.9, SMA20: 5528.07, SMA50: 5709.8, RSI14: 64.51, Return: -0.0%, Output: Down
Date: 2013-09-16, Open: 5930.3, High: 5957.25, Low: 5798.15, SMA20: 5544.71, SMA50: 5711.19, RSI14: 63.89, Return: -0.17%, Output: Up
Date: 2013-09-17, Open: 5824.2, High: 5857.8, Low: 5804.9, SMA20: 5566.48, SMA50: 5711.45, RSI14: 74.87, Return: 0.17%, Output: Up
Date: 2013-09-18, Open: 5872.75, High: 5916.9, Low: 5840.2, SMA20: 5591.38, SMA50: 5712.08, RSI14: 76.07, Return: 0.84%, Output: Up
Date: 2013-09-19, Open: 6044.15, High: 6142.5, Low: 6040.15, SMA20: 5632.03, SMA50: 5718.16, RSI14: 77.81, Return: 3.66%, Output: Down
Date: 2013-09-20, Open: 6104.55, High: 6130.95, Low: 5932.85, SMA20: 5662.21, SMA50: 5721.23, RSI14: 70.61, Return: -1.69%, Output: Down
Date: 2013-09-23, Open: 5945.8, High: 5989.4, Low: 5871.4, SMA20: 5683.11, SMA50: 5722.69, RSI14: 62.51, Return: -2.04%, Output: Up
Date: 2013-09-24, Open: 5855.0, High: 5938.4, Low: 5854.55, SMA20: 5703.91, SMA50: 5721.83, RSI14: 74.0, Return: 0.05%, Output: Down
Date: 2013-09-25, Open: 5901.55, High: 5910.55, Low: 5811.1, SMA20: 5733.23, SMA50: 5719.13, RSI14: 70.09, Return: -0.32%, Output: Up
Date: 2013-09-26, Open: 5872.8, High: 5917.65, Low: 5864.1, SMA20: 5763.09, SMA50: 5716.16, RSI14: 65.67, Return: 0.14%, Output: Down
Date: 2013-09-27, Open: 5905.55, High: 5909.2, Low: 5819.3, SMA20: 5784.3, SMA50: 5713.72, RSI14: 58.63, Return: -0.83%, Output: Down
Date: 2013-09-30, Open: 5801.05, High: 5810.2, Low: 5718.5, SMA20: 5797.48, SMA50: 5708.96, RSI14: 39.47, Return: -1.68%, Output: Up
Date: 2013-10-01, Open: 5756.1, High: 5786.45, Low: 5700.95, SMA20: 5808.94, SMA50: 5703.8, RSI14: 41.63, Return: 0.78%, Output: Up
Date: 2013-10-03, Open: 5819.1, High: 5917.6, Low: 5802.7, SMA20: 5837.35, SMA50: 5701.41, RSI14: 53.42, Return: 2.24%, Output: Down
Date: 2013-10-04, Open: 5891.3, High: 5950.45, Low: 5885.0, SMA20: 5860.31, SMA50: 5698.92, RSI14: 53.28, Return: -0.04%, Output: Down
Date: 2013-10-07, Open: 5889.05, High: 5912.0, Low: 5825.85, SMA20: 5875.97, SMA50: 5695.49, RSI14: 53.83, Return: -0.02%, Output: Up
Date: 2013-10-08, Open: 5975.0, High: 5981.7, Low: 5913.0, SMA20: 5888.37, SMA50: 5694.24, RSI14: 54.5, Return: 0.38%, Output: Up
Date: 2013-10-09, Open: 5893.25, High: 6015.5, Low: 5877.1, SMA20: 5893.91, SMA50: 5696.24, RSI14: 56.01, Return: 1.33%, Output: Up
Date: 2013-10-10, Open: 6001.05, High: 6033.95, Low: 5979.8, SMA20: 5899.3, SMA50: 5698.94, RSI14: 43.2, Return: 0.22%, Output: Up
Date: 2013-10-11, Open: 6104.85, High: 6107.6, Low: 6046.4, SMA20: 5911.57, SMA50: 5704.23, RSI14: 56.3, Return: 1.25%, Output: Up
Date: 2013-10-14, Open: 6093.0, High: 6124.1, Low: 6082.9, SMA20: 5924.68, SMA50: 5711.38, RSI14: 69.87, Return: 0.27%, Output: Down
Date: 2013-10-15, Open: 6147.55, High: 6156.3, Low: 6056.55, SMA20: 5937.1, SMA50: 5718.32, RSI14: 66.89, Return: -0.39%, Output: Down
Date: 2013-10-17, Open: 6098.5, High: 6110.75, Low: 6032.55, SMA20: 5946.89, SMA50: 5724.68, RSI14: 64.18, Return: -0.71%, Output: Up
Date: 2013-10-18, Open: 6070.9, High: 6201.45, Low: 6070.9, SMA20: 5961.38, SMA50: 5734.91, RSI14: 70.7, Return: 2.37%, Output: Up
Date: 2013-10-21, Open: 6202.0, High: 6218.95, Low: 6163.3, SMA20: 5965.85, SMA50: 5745.3, RSI14: 76.24, Return: 0.25%, Output: Down
Date: 2013-10-22, Open: 6192.3, High: 6220.1, Low: 6181.8, SMA20: 5975.39, SMA50: 5758.52, RSI14: 88.16, Return: -0.03%, Output: Down
Date: 2013-10-23, Open: 6209.55, High: 6217.95, Low: 6116.6, SMA20: 5989.82, SMA50: 5771.7, RSI14: 83.62, Return: -0.39%, Output: Down
Date: 2013-10-24, Open: 6162.8, High: 6252.45, Low: 6142.95, SMA20: 6003.41, SMA50: 5783.67, RSI14: 76.71, Return: -0.23%, Output: Down
Date: 2013-10-25, Open: 6154.0, High: 6174.75, Low: 6125.95, SMA20: 6016.96, SMA50: 5794.32, RSI14: 74.06, Return: -0.32%, Output: Down
Date: 2013-10-28, Open: 6155.1, High: 6168.75, Low: 6094.1, SMA20: 6027.91, SMA50: 5802.36, RSI14: 68.17, Return: -0.71%, Output: Up
Date: 2013-10-29, Open: 6107.55, High: 6228.05, Low: 6079.2, SMA20: 6047.29, SMA50: 5811.93, RSI14: 73.07, Return: 1.96%, Output: Up
Date: 2013-10-30, Open: 6230.8, High: 6269.2, Low: 6222.6, SMA20: 6073.11, SMA50: 5826.81, RSI14: 70.85, Return: 0.5%, Output: Up
Date: 2013-10-31, Open: 6237.15, High: 6309.05, Low: 6235.9, SMA20: 6099.07, SMA50: 5844.5, RSI14: 72.45, Return: 0.76%, Output: Up
Date: 2013-11-01, Open: 6289.75, High: 6332.6, Low: 6286.95, SMA20: 6118.94, SMA50: 5862.61, RSI14: 69.1, Return: 0.13%, Output: Down
Date: 2013-11-05, Open: 6282.15, High: 6304.75, Low: 6244.3, SMA20: 6136.23, SMA50: 5881.62, RSI14: 61.9, Return: -0.86%, Output: Down
Date: 2013-11-06, Open: 6260.55, High: 6269.7, Low: 6208.7, SMA20: 6151.68, SMA50: 5897.76, RSI14: 60.43, Return: -0.61%, Output: Down
Date: 2013-11-07, Open: 6228.9, High: 6288.95, Low: 6180.8, SMA20: 6164.63, SMA50: 5912.07, RSI14: 62.0, Return: -0.45%, Output: Down
Date: 2013-11-08, Open: 6170.15, High: 6185.15, Low: 6120.95, SMA20: 6171.29, SMA50: 5925.35, RSI14: 45.06, Return: -0.75%, Output: Down
Date: 2013-11-11, Open: 6110.4, High: 6141.65, Low: 6067.75, SMA20: 6174.18, SMA50: 5941.18, RSI14: 38.28, Return: -1.01%, Output: Down
Date: 2013-11-12, Open: 6087.25, High: 6108.7, Low: 6011.75, SMA20: 6170.27, SMA50: 5955.84, RSI14: 34.53, Return: -1.0%, Output: Down
Date: 2013-11-13, Open: 5998.85, High: 6042.25, Low: 5972.45, SMA20: 6164.12, SMA50: 5967.45, RSI14: 34.3, Return: -0.47%, Output: Up
Date: 2013-11-14, Open: 6037.0, High: 6101.65, Low: 6036.65, SMA20: 6162.48, SMA50: 5979.14, RSI14: 41.72, Return: 1.11%, Output: Up
Date: 2013-11-18, Open: 6111.05, High: 6196.8, Low: 6110.4, SMA20: 6169.63, SMA50: 5991.9, RSI14: 52.88, Return: 2.19%, Output: Up
Date: 2013-11-19, Open: 6197.25, High: 6212.4, Low: 6180.2, SMA20: 6170.33, SMA50: 6009.14, RSI14: 56.93, Return: 0.23%, Output: Down
Date: 2013-11-20, Open: 6186.85, High: 6204.35, Low: 6106.95, SMA20: 6166.23, SMA50: 6022.64, RSI14: 42.98, Return: -1.3%, Output: Down
Date: 2013-11-21, Open: 6096.5, High: 6097.35, Low: 5985.4, SMA20: 6156.04, SMA50: 6030.76, RSI14: 34.03, Return: -2.02%, Output: Down
Date: 2013-11-22, Open: 6027.35, High: 6049.6, Low: 5972.8, SMA20: 6146.9, SMA50: 6037.06, RSI14: 29.68, Return: -0.06%, Output: Up
Date: 2013-11-25, Open: 6035.95, High: 6123.5, Low: 6035.95, SMA20: 6144.45, SMA50: 6041.43, RSI14: 38.83, Return: 2.0%, Output: Down
Date: 2013-11-26, Open: 6099.25, High: 6112.7, Low: 6047.75, SMA20: 6140.16, SMA50: 6044.35, RSI14: 38.74, Return: -0.92%, Output: Down
Date: 2013-11-27, Open: 6062.7, High: 6074.0, Low: 6030.3, SMA20: 6137.96, SMA50: 6048.48, RSI14: 40.43, Return: -0.03%, Output: Up
Date: 2013-11-28, Open: 6092.0, High: 6112.95, Low: 6068.3, SMA20: 6131.51, SMA50: 6053.31, RSI14: 44.27, Return: 0.57%, Output: Up
Date: 2013-11-29, Open: 6103.9, High: 6182.5, Low: 6103.8, SMA20: 6127.73, SMA50: 6060.02, RSI14: 52.03, Return: 1.38%, Output: Up
Date: 2013-12-02, Open: 6171.15, High: 6228.7, Low: 6171.15, SMA20: 6123.66, SMA50: 6067.37, RSI14: 58.18, Return: 0.68%, Output: Down
Date: 2013-12-03, Open: 6204.25, High: 6225.4, Low: 6191.4, SMA20: 6118.39, SMA50: 6073.42, RSI14: 61.42, Return: -0.26%, Output: Down
Date: 2013-12-04, Open: 6187.95, High: 6209.15, Low: 6149.9, SMA20: 6113.78, SMA50: 6074.33, RSI14: 60.48, Return: -0.66%, Output: Up
Date: 2013-12-05, Open: 6262.45, High: 6300.55, Low: 6232.0, SMA20: 6115.08, SMA50: 6078.91, RSI14: 61.13, Return: 1.3%, Output: Up
Date: 2013-12-06, Open: 6234.4, High: 6275.35, Low: 6230.75, SMA20: 6118.71, SMA50: 6086.31, RSI14: 54.94, Return: 0.3%, Output: Up
Date: 2013-12-09, Open: 6415.0, High: 6415.25, Low: 6345.0, SMA20: 6129.87, SMA50: 6095.74, RSI14: 59.95, Return: 1.66%, Output: Down
Date: 2013-12-10, Open: 6354.7, High: 6362.25, Low: 6307.55, SMA20: 6142.57, SMA50: 6104.92, RSI14: 63.86, Return: -0.49%, Output: Down
Date: 2013-12-11, Open: 6307.2, High: 6326.6, Low: 6280.25, SMA20: 6157.07, SMA50: 6113.43, RSI14: 73.46, Return: -0.39%, Output: Down
Date: 2013-12-12, Open: 6276.75, High: 6286.85, Low: 6230.55, SMA20: 6169.44, SMA50: 6121.51, RSI14: 66.65, Return: -1.12%, Output: Down
Date: 2013-12-13, Open: 6201.3, High: 6208.6, Low: 6161.4, SMA20: 6175.05, SMA50: 6130.17, RSI14: 53.93, Return: -1.1%, Output: Down
Date: 2013-12-16, Open: 6168.35, High: 6183.25, Low: 6146.05, SMA20: 6173.34, SMA50: 6137.66, RSI14: 57.57, Return: -0.22%, Output: Down
Date: 2013-12-17, Open: 6178.2, High: 6190.55, Low: 6133.0, SMA20: 6170.12, SMA50: 6142.25, RSI14: 56.35, Return: -0.25%, Output: Up
Date: 2013-12-18, Open: 6129.95, High: 6236.0, Low: 6129.95, SMA20: 6174.83, SMA50: 6148.45, RSI14: 59.1, Return: 1.27%, Output: Down
Date: 2013-12-19, Open: 6253.9, High: 6263.75, Low: 6150.7, SMA20: 6183.21, SMA50: 6153.66, RSI14: 49.28, Return: -0.81%, Output: Up
Date: 2013-12-20, Open: 6179.95, High: 6284.5, Low: 6170.35, SMA20: 6197.15, SMA50: 6160.57, RSI14: 53.91, Return: 1.74%, Output: Up
Date: 2013-12-23, Open: 6267.2, High: 6317.5, Low: 6266.95, SMA20: 6205.61, SMA50: 6166.11, RSI14: 55.78, Return: 0.16%, Output: Down
Date: 2013-12-24, Open: 6296.45, High: 6301.5, Low: 6262.0, SMA20: 6216.07, SMA50: 6171.06, RSI14: 57.78, Return: -0.26%, Output: Up
Date: 2013-12-26, Open: 6270.1, High: 6302.75, Low: 6259.45, SMA20: 6227.16, SMA50: 6174.72, RSI14: 53.04, Return: 0.17%, Output: Up
Date: 2013-12-27, Open: 6292.8, High: 6324.9, Low: 6289.4, SMA20: 6238.26, SMA50: 6178.74, RSI14: 54.23, Return: 0.56%, Output: Down
Date: 2013-12-30, Open: 6336.4, High: 6344.05, Low: 6273.15, SMA20: 6244.01, SMA50: 6182.78, RSI14: 43.45, Return: -0.36%, Output: Up
Date: 2013-12-31, Open: 6307.35, High: 6317.3, Low: 6287.3, SMA20: 6248.32, SMA50: 6187.94, RSI14: 47.32, Return: 0.21%, Output: Down
Date: 2014-01-02, Open: 6301.25, High: 6358.3, Low: 6211.3, SMA20: 6249.28, SMA50: 6188.58, RSI14: 42.71, Return: -1.31%, Output: Down
Date: 2014-01-03, Open: 6194.55, High: 6221.7, Low: 6171.25, SMA20: 6251.79, SMA50: 6188.7, RSI14: 47.58, Return: -0.16%, Output: Down
Date: 2014-01-06, Open: 6220.85, High: 6224.7, Low: 6170.25, SMA20: 6249.31, SMA50: 6188.48, RSI14: 52.37, Return: -0.32%, Output: Down
Date: 2014-01-07, Open: 6203.9, High: 6221.5, Low: 6144.75, SMA20: 6244.43, SMA50: 6188.15, RSI14: 50.75, Return: -0.47%, Output: Up
Date: 2014-01-08, Open: 6178.05, High: 6192.1, Low: 6160.35, SMA20: 6234.96, SMA50: 6188.36, RSI14: 53.57, Return: 0.2%, Output: Down
Date: 2014-01-09, Open: 6181.7, High: 6188.05, Low: 6148.25, SMA20: 6226.74, SMA50: 6188.83, RSI14: 44.27, Return: -0.1%, Output: Up
Date: 2014-01-10, Open: 6178.85, High: 6239.1, Low: 6139.6, SMA20: 6219.92, SMA50: 6190.23, RSI14: 50.63, Return: 0.05%, Output: Up
Date: 2014-01-13, Open: 6189.55, High: 6288.2, Low: 6189.55, SMA20: 6221.7, SMA50: 6191.27, RSI14: 49.8, Return: 1.64%, Output: Down
Date: 2014-01-14, Open: 6260.25, High: 6280.35, Low: 6234.15, SMA20: 6225.38, SMA50: 6191.07, RSI14: 44.57, Return: -0.49%, Output: Up
Date: 2014-01-15, Open: 6265.95, High: 6325.2, Low: 6265.3, SMA20: 6233.68, SMA50: 6191.51, RSI14: 55.76, Return: 1.27%, Output: Down
Date: 2014-01-16, Open: 6341.35, High: 6346.5, Low: 6299.85, SMA20: 6242.68, SMA50: 6191.74, RSI14: 54.47, Return: -0.03%, Output: Down
Date: 2014-01-17, Open: 6306.25, High: 6327.1, Low: 6246.35, SMA20: 6244.9, SMA50: 6191.91, RSI14: 44.45, Return: -0.91%, Output: Up
Date: 2014-01-20, Open: 6261.75, High: 6307.45, Low: 6243.35, SMA20: 6251.77, SMA50: 6193.69, RSI14: 51.31, Return: 0.68%, Output: Up
Date: 2014-01-21, Open: 6320.15, High: 6330.3, Low: 6297.9, SMA20: 6253.74, SMA50: 6196.22, RSI14: 51.01, Return: 0.16%, Output: Up
Date: 2014-01-22, Open: 6309.05, High: 6349.95, Low: 6287.45, SMA20: 6256.47, SMA50: 6200.19, RSI14: 63.75, Return: 0.4%, Output: Up
Date: 2014-01-23, Open: 6325.95, High: 6355.6, Low: 6316.4, SMA20: 6260.33, SMA50: 6205.52, RSI14: 65.82, Return: 0.11%, Output: Down
Date: 2014-01-24, Open: 6301.65, High: 6331.45, Low: 6263.9, SMA20: 6259.72, SMA50: 6210.5, RSI14: 57.77, Return: -1.24%, Output: Down
Date: 2014-01-27, Open: 6186.3, High: 6188.55, Low: 6130.25, SMA20: 6250.83, SMA50: 6213.42, RSI14: 47.75, Return: -2.09%, Output: Down
Date: 2014-01-28, Open: 6131.85, High: 6163.6, Low: 6085.95, SMA20: 6242.58, SMA50: 6214.82, RSI14: 45.86, Return: -0.16%, Output: Down
Date: 2014-01-29, Open: 6161.0, High: 6170.45, Low: 6109.8, SMA20: 6233.4, SMA50: 6213.45, RSI14: 45.87, Return: -0.1%, Output: Down
Date: 2014-01-30, Open: 6067.0, High: 6082.85, Low: 6027.25, SMA20: 6226.02, SMA50: 6210.86, RSI14: 42.2, Return: -0.76%, Output: Up
Date: 2014-01-31, Open: 6082.75, High: 6097.85, Low: 6067.35, SMA20: 6219.94, SMA50: 6210.19, RSI14: 33.06, Return: 0.26%, Output: Down
Date: 2014-02-03, Open: 6058.8, High: 6074.85, Low: 5994.45, SMA20: 6210.46, SMA50: 6210.24, RSI14: 29.92, Return: -1.44%, Output: Down
Date: 2014-02-04, Open: 5947.6, High: 6017.8, Low: 5933.3, SMA20: 6202.39, SMA50: 6210.35, RSI14: 19.21, Return: -0.01%, Output: Up
Date: 2014-02-05, Open: 6004.25, High: 6028.05, Low: 5962.05, SMA20: 6194.78, SMA50: 6208.49, RSI14: 22.5, Return: 0.36%, Output: Up
Date: 2014-02-06, Open: 6028.35, High: 6048.35, Low: 5965.4, SMA20: 6188.18, SMA50: 6208.04, RSI14: 27.27, Return: 0.23%, Output: Up
Date: 2014-02-07, Open: 6077.65, High: 6079.95, Low: 6030.9, SMA20: 6182.76, SMA50: 6208.16, RSI14: 24.94, Return: 0.45%, Output: Down
Date: 2014-02-10, Open: 6072.8, High: 6083.05, Low: 6046.4, SMA20: 6171.8, SMA50: 6207.39, RSI14: 22.89, Return: -0.16%, Output: Up
Date: 2014-02-11, Open: 6072.45, High: 6081.85, Low: 6053.25, SMA20: 6162.84, SMA50: 6205.12, RSI14: 20.25, Return: 0.15%, Output: Up
Date: 2014-02-12, Open: 6085.35, High: 6106.6, Low: 6077.4, SMA20: 6151.0, SMA50: 6202.44, RSI14: 22.69, Return: 0.35%, Output: Down
Date: 2014-02-13, Open: 6087.55, High: 6094.4, Low: 5991.1, SMA20: 6135.11, SMA50: 6198.43, RSI14: 22.5, Return: -1.36%, Output: Up
Date: 2014-02-14, Open: 6023.75, High: 6056.4, Low: 5984.6, SMA20: 6124.44, SMA50: 6196.18, RSI14: 39.04, Return: 0.79%, Output: Up
Date: 2014-02-18, Open: 6071.3, High: 6141.7, Low: 6066.8, SMA20: 6115.6, SMA50: 6193.9, RSI14: 50.09, Return: 1.3%, Output: Up
Date: 2014-02-19, Open: 6132.05, High: 6160.35, Low: 6125.75, SMA20: 6107.55, SMA50: 6191.76, RSI14: 53.33, Return: 0.42%, Output: Down
Date: 2014-02-20, Open: 6127.15, High: 6129.1, Low: 6086.45, SMA20: 6095.17, SMA50: 6186.31, RSI14: 51.76, Return: -1.0%, Output: Up
Date: 2014-02-21, Open: 6108.3, High: 6159.65, Low: 6108.0, SMA20: 6085.66, SMA50: 6182.76, RSI14: 55.98, Return: 1.05%, Output: Up
Date: 2014-02-24, Open: 6140.95, High: 6191.85, Low: 6130.8, SMA20: 6081.63, SMA50: 6180.32, RSI14: 68.65, Return: 0.5%, Output: Up
Date: 2014-02-25, Open: 6205.7, High: 6216.85, Low: 6176.6, SMA20: 6084.84, SMA50: 6179.58, RSI14: 69.64, Return: 0.23%, Output: Up
Date: 2014-02-26, Open: 6202.45, High: 6245.95, Low: 6202.1, SMA20: 6090.47, SMA50: 6180.99, RSI14: 70.64, Return: 0.62%, Output: Up
Date: 2014-02-28, Open: 6228.45, High: 6282.7, Low: 6228.1, SMA20: 6098.3, SMA50: 6183.44, RSI14: 71.94, Return: 0.61%, Output: Down
Date: 2014-03-03, Open: 6264.35, High: 6277.75, Low: 6212.25, SMA20: 6105.69, SMA50: 6185.08, RSI14: 63.71, Return: -0.88%, Output: Up
Date: 2014-03-04, Open: 6216.75, High: 6302.15, Low: 6215.7, SMA20: 6116.11, SMA50: 6186.7, RSI14: 68.99, Return: 1.23%, Output: Up
Date: 2014-03-05, Open: 6328.45, High: 6336.25, Low: 6287.8, SMA20: 6132.46, SMA50: 6189.94, RSI14: 69.99, Return: 0.49%, Output: Up
Date: 2014-03-06, Open: 6344.75, High: 6406.6, Low: 6339.7, SMA20: 6152.47, SMA50: 6192.48, RSI14: 72.13, Return: 1.15%, Output: Up
Date: 2014-03-07, Open: 6413.95, High: 6537.8, Low: 6413.55, SMA20: 6177.68, SMA50: 6197.32, RSI14: 84.61, Return: 1.96%, Output: Up
Date: 2014-03-10, Open: 6491.7, High: 6562.2, Low: 6487.35, SMA20: 6202.73, SMA50: 6202.7, RSI14: 83.83, Return: 0.16%, Output: Down
Date: 2014-03-11, Open: 6537.35, High: 6562.85, Low: 6494.25, SMA20: 6225.16, SMA50: 6207.36, RSI14: 78.76, Return: -0.39%, Output: Up
Date: 2014-03-12, Open: 6497.5, High: 6546.15, Low: 6487.3, SMA20: 6248.34, SMA50: 6211.42, RSI14: 78.08, Return: 0.08%, Output: Down
Date: 2014-03-13, Open: 6491.75, High: 6561.45, Low: 6476.65, SMA20: 6269.86, SMA50: 6215.46, RSI14: 82.87, Return: -0.37%, Output: Up
Date: 2014-03-14, Open: 6447.25, High: 6518.45, Low: 6432.7, SMA20: 6290.87, SMA50: 6219.46, RSI14: 81.25, Return: 0.17%, Output: Up
Date: 2014-03-18, Open: 6532.45, High: 6574.95, Low: 6497.65, SMA20: 6316.64, SMA50: 6225.37, RSI14: 80.61, Return: 0.19%, Output: Up
Date: 2014-03-19, Open: 6530.0, High: 6541.2, Low: 6506.0, SMA20: 6340.43, SMA50: 6231.63, RSI14: 80.38, Return: 0.11%, Output: Down
Date: 2014-03-20, Open: 6508.35, High: 6523.65, Low: 6473.25, SMA20: 6358.23, SMA50: 6237.46, RSI14: 72.81, Return: -0.63%, Output: Up
Date: 2014-03-21, Open: 6515.2, High: 6522.9, Low: 6485.7, SMA20: 6375.25, SMA50: 6244.08, RSI14: 71.31, Return: 0.16%, Output: Up
Date: 2014-03-24, Open: 6510.5, High: 6591.5, Low: 6510.5, SMA20: 6399.85, SMA50: 6252.26, RSI14: 83.38, Return: 1.39%, Output: Up
Date: 2014-03-25, Open: 6550.1, High: 6595.55, Low: 6544.85, SMA20: 6421.57, SMA50: 6260.69, RSI14: 80.91, Return: 0.09%, Output: Up
Date: 2014-03-26, Open: 6615.65, High: 6627.45, Low: 6580.6, SMA20: 6442.33, SMA50: 6269.29, RSI14: 80.11, Return: 0.18%, Output: Up
Date: 2014-03-27, Open: 6613.1, High: 6673.95, Low: 6599.5, SMA20: 6464.42, SMA50: 6276.67, RSI14: 78.59, Return: 0.61%, Output: Up
Date: 2014-03-28, Open: 6673.05, High: 6702.6, Low: 6643.8, SMA20: 6487.27, SMA50: 6285.75, RSI14: 74.22, Return: 0.82%, Output: Up
Date: 2014-03-31, Open: 6723.15, High: 6730.05, Low: 6662.4, SMA20: 6508.64, SMA50: 6293.42, RSI14: 74.05, Return: 0.12%, Output: Up
Date: 2014-04-01, Open: 6729.5, High: 6732.25, Low: 6675.45, SMA20: 6533.61, SMA50: 6301.46, RSI14: 80.88, Return: 0.25%, Output: Up
Date: 2014-04-02, Open: 6757.6, High: 6763.5, Low: 6723.6, SMA20: 6556.34, SMA50: 6311.28, RSI14: 82.27, Return: 0.47%, Output: Down
Date: 2014-04-03, Open: 6772.05, High: 6776.75, Low: 6696.9, SMA20: 6576.72, SMA50: 6319.92, RSI14: 83.96, Return: -0.24%, Output: Down
Date: 2014-04-04, Open: 6741.85, High: 6741.85, Low: 6685.15, SMA20: 6591.38, SMA50: 6327.53, RSI14: 74.48, Return: -0.62%, Output: Up
Date: 2014-04-07, Open: 6694.25, High: 6725.15, Low: 6650.4, SMA20: 6599.8, SMA50: 6334.65, RSI14: 73.68, Return: 0.01%, Output: Up
Date: 2014-04-09, Open: 6722.0, High: 6808.7, Low: 6705.1, SMA20: 6612.74, SMA50: 6343.66, RSI14: 78.92, Return: 1.51%, Output: Up
Date: 2014-04-10, Open: 6803.05, High: 6819.05, Low: 6777.3, SMA20: 6626.97, SMA50: 6354.26, RSI14: 86.46, Return: 0.0%, Output: Down
Date: 2014-04-11, Open: 6758.35, High: 6789.35, Low: 6743.15, SMA20: 6639.94, SMA50: 6367.07, RSI14: 82.19, Return: -0.3%, Output: Down
Date: 2014-04-15, Open: 6792.7, High: 6813.4, Low: 6711.75, SMA20: 6651.94, SMA50: 6379.2, RSI14: 69.05, Return: -0.64%, Output: Down
Date: 2014-04-16, Open: 6727.25, High: 6748.65, Low: 6665.15, SMA20: 6660.49, SMA50: 6390.3, RSI14: 59.63, Return: -0.86%, Output: Up
Date: 2014-04-17, Open: 6695.45, High: 6783.05, Low: 6684.4, SMA20: 6673.63, SMA50: 6404.42, RSI14: 66.59, Return: 1.56%, Output: Up
Date: 2014-04-21, Open: 6789.25, High: 6825.45, Low: 6786.9, SMA20: 6688.31, SMA50: 6418.98, RSI14: 66.45, Return: 0.56%, Output: Down
Date: 2014-04-22, Open: 6822.9, High: 6838.0, Low: 6806.25, SMA20: 6704.92, SMA50: 6435.25, RSI14: 62.37, Return: -0.03%, Output: Up
Date: 2014-04-23, Open: 6823.25, High: 6861.6, Low: 6820.75, SMA20: 6722.3, SMA50: 6452.05, RSI14: 63.67, Return: 0.37%, Output: Down
Date: 2014-04-25, Open: 6855.8, High: 6869.85, Low: 6772.85, SMA20: 6732.27, SMA50: 6467.26, RSI14: 55.7, Return: -0.85%, Output: Down
Date: 2014-04-28, Open: 6778.55, High: 6786.25, Low: 6750.3, SMA20: 6740.84, SMA50: 6481.76, RSI14: 50.82, Return: -0.32%, Output: Down
Date: 2014-04-29, Open: 6769.0, High: 6779.7, Low: 6708.65, SMA20: 6746.53, SMA50: 6494.8, RSI14: 48.14, Return: -0.68%, Output: Down
Date: 2014-04-30, Open: 6724.95, High: 6780.15, Low: 6656.8, SMA20: 6749.27, SMA50: 6507.65, RSI14: 50.19, Return: -0.28%, Output: Down
Date: 2014-05-02, Open: 6709.95, High: 6737.65, Low: 6689.5, SMA20: 6749.21, SMA50: 6520.3, RSI14: 49.98, Return: -0.02%, Output: Up
Date: 2014-05-05, Open: 6681.65, High: 6741.05, Low: 6680.45, SMA20: 6748.97, SMA50: 6532.6, RSI14: 39.04, Return: 0.07%, Output: Up
Date: 2014-05-06, Open: 6719.25, High: 6743.45, Low: 6701.9, SMA20: 6748.68, SMA50: 6546.89, RSI14: 41.14, Return: 0.24%, Output: Down
Date: 2014-05-07, Open: 6708.6, High: 6718.75, Low: 6642.9, SMA20: 6743.68, SMA50: 6558.97, RSI14: 37.63, Return: -0.93%, Output: Up
Date: 2014-05-08, Open: 6669.9, High: 6688.4, Low: 6638.55, SMA20: 6739.87, SMA50: 6569.63, RSI14: 42.11, Return: 0.11%, Output: Up
Date: 2014-05-09, Open: 6654.15, High: 6871.35, Low: 6652.15, SMA20: 6748.09, SMA50: 6583.75, RSI14: 65.15, Return: 2.99%, Output: Up
Date: 2014-05-12, Open: 6863.4, High: 7020.05, Low: 6862.9, SMA20: 6764.05, SMA50: 6602.2, RSI14: 67.87, Return: 2.27%, Output: Up
Date: 2014-05-13, Open: 7080.0, High: 7172.35, Low: 7067.15, SMA20: 6779.68, SMA50: 6621.27, RSI14: 70.41, Return: 1.35%, Output: Up
Date: 2014-05-14, Open: 7112.0, High: 7142.25, Low: 7080.9, SMA20: 6795.3, SMA50: 6639.72, RSI14: 70.64, Return: 0.0%, Output: Up
Date: 2014-05-15, Open: 7111.3, High: 7152.55, Low: 7082.55, SMA20: 6812.64, SMA50: 6658.18, RSI14: 70.17, Return: 0.2%, Output: Up
Date: 2014-05-16, Open: 7270.2, High: 7563.5, Low: 7130.65, SMA20: 6836.13, SMA50: 6677.47, RSI14: 79.12, Return: 1.12%, Output: Up
Date: 2014-05-19, Open: 7276.85, High: 7291.1, Low: 7193.55, SMA20: 6865.55, SMA50: 6697.2, RSI14: 83.02, Return: 0.84%, Output: Up
Date: 2014-05-20, Open: 7309.95, High: 7353.65, Low: 7247.7, SMA20: 6890.35, SMA50: 6718.28, RSI14: 88.55, Return: 0.16%, Output: Down
